complaint_id,customer_id,branch_id,complaint_date,complaint_type,severity,complaint_status,resolved_date,service_cost
CP001961,C00578,B022,2026-08-30,Loan Service,Low,Closed,2026-09-07,190.07
CP001962,C00928,B010,2026-07-01,Card Issue,High,Closed,2026-07-09,302.39
CP001963,C00271,B010,2026-03-07,Card Issue,Critical,Closed,2026-03-25,467.33
CP001964,C00704,B003,2024-05-30,Loan Service,Low,Closed,2024-06-10,138.01
CP001965,C00300,B006,2024-09-24,Account Service,Medium,Closed,2024-09-26,443.67
CP001966,C00753,B023,2025-03-05,Unauthorized Transaction,Low,Closed,2025-03-12,163.47
CP001967,C00226,B017,2024-12-05,Account Service,Medium,Closed,2024-12-17,620.25
CP001968,C00209,B011,2025-09-08,Charges/Fees,Medium,Closed,2025-09-19,415.46
CP001969,C00551,B010,2025-11-07,App/Login,Medium,Closed,2025-11-17,465.54
CP001970,C00213,B019,2024-12-13,Card Issue,High,Closed,2024-12-31,646.69
CP001971,C00519,B025,2025-12-02,Account Service,Medium,Open,,379.07
CP001972,C00959,B023,2026-06-21,App/Login,Medium,Open,,130.46
CP001973,C00874,B008,2025-09-22,Loan Service,Medium,Closed,2025-09-27,522.82
CP001974,C00311,B013,2025-03-05,Charges/Fees,Low,Closed,2025-03-12,56.93
CP001975,C00874,B008,2024-04-03,Account Service,Low,Open,,601.53
CP001976,C00522,B012,2024-02-27,Account Service,High,Closed,2024-03-16,61.45
CP001977,C00501,B002,2025-08-20,Charges/Fees,Critical,Closed,2025-09-02,1090.52
CP001978,C00668,B007,2026-05-13,Unauthorized Transaction,Medium,Closed,2026-05-23,462.17
CP001979,C00925,B020,2026-02-05,Charges/Fees,Medium,Open,,664.5
CP001980,C00166,B015,2024-09-10,Card Issue,Low,Closed,2024-09-13,570.29
CP001981,C00769,B007,2024-02-25,Charges/Fees,Medium,Closed,2024-03-02,529.16
CP001982,C00031,B013,2024-02-20,Loan Service,High,Closed,2024-03-04,543.57
CP001983,C00721,B016,2025-09-21,Card Issue,High,Closed,2025-09-27,335.27
CP001984,C00430,B023,2025-11-15,ATM,High,Closed,2025-12-03,385.33
CP001985,C00388,B019,2026-06-28,Loan Service,Low,Closed,2026-06-30,228.35
CP001986,C00342,B003,2025-10-23,Card Issue,Medium,Open,,394.75
CP001987,C00654,B006,2024-01-07,Account Service,High,Open,,195.48
CP001988,C00349,B012,2024-11-18,App/Login,Medium,Open,,554.38
CP001989,C00390,B021,2025-09-29,Unauthorized Transaction,High,Closed,2025-10-06,686.06
CP001990,C00086,B016,2026-07-27,Card Issue,Low,Closed,2026-08-08,287.54
CP001991,C00967,B006,2025-05-28,Charges/Fees,High,Closed,2025-06-08,628.03
CP001992,C00461,B010,2026-03-02,App/Login,Low,Closed,2026-03-10,618.96
CP001993,C00685,B001,2024-01-03,ATM,High,Closed,2024-01-17,54.91
CP001994,C00214,B018,2026-05-30,ATM,Low,Closed,2026-06-10,61.06
CP001995,C00088,B020,2025-03-19,Charges/Fees,Medium,Closed,2025-03-27,264.84
CP001996,C00662,B012,2024-11-01,Charges/Fees,Low,Open,,472.1
CP001997,C00081,B024,2024-09-16,App/Login,Low,Closed,2024-09-18,655.28
CP001998,C00525,B019,2025-03-10,Account Service,Critical,Closed,2025-04-01,1214.5
CP001999,C00703,B003,2026-05-09,Account Service,High,Closed,2026-05-26,451.42
CP002000,C00850,B012,2024-03-21,Account Service,High,Closed,2024-04-15,514.35
CP002001,C00356,B007,2025-10-23,ATM,Low,Closed,2025-10-26,143.14
CP002002,C00887,B002,2026-03-03,Unauthorized Transaction,Low,Closed,2026-03-07,273.26
CP002003,C00333,B019,2026-03-11,ATM,High,Closed,2026-03-21,573.67
CP002004,C00912,B007,2025-12-24,ATM,High,Closed,2026-01-12,633.33
CP002005,C00413,B022,2026-02-24,Charges/Fees,Medium,Closed,2026-03-04,164.23
CP002006,C00329,B022,2025-01-02,ATM,Low,Closed,2025-01-12,432.29
CP002007,C00144,B005,2024-03-07,Card Issue,High,Closed,2024-03-21,455.07
CP002008,C00033,B014,2024-12-08,App/Login,Medium,Closed,2024-12-17,365.37
CP002009,C00584,B003,2026-01-07,ATM,Low,Closed,2026-01-14,293.87
CP002010,C00713,B016,2024-03-28,Card Issue,Medium,Closed,2024-03-30,193.96
CP002011,C00704,B003,2024-08-02,ATM,Critical,Closed,2024-08-22,1255.46
CP002012,C00962,B015,2025-11-15,Charges/Fees,Medium,Closed,2025-11-23,280.73
CP002013,C00048,B016,2025-10-27,Loan Service,Low,Closed,2025-10-29,220.39
CP002014,C00711,B020,2024-02-12,Unauthorized Transaction,Low,Closed,2024-02-23,435.28
CP002015,C00464,B014,2026-06-05,Card Issue,Low,Closed,2026-06-13,74.1
CP002016,C00965,B002,2024-07-01,Card Issue,Medium,Closed,2024-07-10,625.15
CP002017,C00078,B018,2026-05-15,Charges/Fees,Medium,Closed,2026-05-19,203.69
CP002018,C00541,B004,2026-06-22,App/Login,Medium,Closed,2026-06-26,677.81
CP002019,C00903,B011,2025-03-11,Loan Service,Medium,Closed,2025-03-19,314.54
CP002020,C00328,B013,2024-03-23,Card Issue,Medium,Open,,410.1
CP002021,C00093,B008,2024-09-08,Unauthorized Transaction,Medium,Closed,2024-09-15,441.33
CP002022,C00753,B023,2024-09-21,App/Login,Low,Closed,2024-09-28,671.84
CP002023,C00651,B002,2026-07-19,Card Issue,Medium,Closed,2026-07-25,474.08
CP002024,C00616,B012,2024-10-16,App/Login,Medium,Open,,326.11
CP002025,C00636,B025,2026-07-25,Charges/Fees,Medium,Closed,2026-08-05,99.14
CP002026,C00867,B015,2025-09-30,Account Service,Low,Open,,559.62
CP002027,C00341,B017,2024-09-27,Loan Service,Medium,Closed,2024-10-07,102.87
CP002028,C00292,B002,2024-07-18,Card Issue,Medium,Closed,2024-07-18,234.06
CP002029,C00617,B015,2024-02-01,Unauthorized Transaction,Low,Closed,2024-02-08,438.65
CP002030,C00517,B006,2024-04-12,Card Issue,High,Closed,2024-04-22,269.87
CP002031,C00852,B010,2024-03-01,Card Issue,Medium,Closed,2024-03-01,129.2
CP002032,C00455,B010,2024-11-02,Card Issue,Low,Closed,2024-11-05,266.02
CP002033,C00568,B015,2024-10-16,ATM,Medium,Closed,2024-10-23,226.81
CP002034,C00049,B018,2025-02-26,ATM,High,Closed,2025-03-04,184.83
CP002035,C00090,B009,2026-06-16,Account Service,Critical,Closed,2026-06-20,1113.93
CP002036,C00115,B008,2025-08-17,Card Issue,Medium,Open,,226.06
CP002037,C00336,B018,2025-06-16,App/Login,Critical,Open,,390.94
CP002038,C00481,B002,2025-01-18,ATM,Low,Closed,2025-01-26,67.27
CP002039,C00375,B001,2024-08-28,Loan Service,High,Closed,2024-09-05,449.72
CP002040,C00849,B017,2024-02-12,ATM,Low,Closed,2024-02-23,509.97
CP002041,C00453,B015,2025-11-18,Unauthorized Transaction,High,Closed,2025-11-23,387.01
CP002042,C00446,B017,2025-02-11,Account Service,High,Open,,149.69
CP002043,C00499,B004,2024-08-13,Unauthorized Transaction,Medium,Closed,2024-08-18,126.14
CP002044,C00223,B004,2026-02-16,Charges/Fees,Low,Closed,2026-02-25,359.42
CP002045,C00301,B011,2025-07-21,Account Service,Medium,Closed,2025-07-29,57.45
CP002046,C00579,B002,2026-07-23,Unauthorized Transaction,Medium,Closed,2026-07-23,103.19
CP002047,C00473,B005,2026-02-28,Charges/Fees,Low,Closed,2026-03-07,370.79
CP002048,C00618,B022,2025-07-16,Account Service,Medium,Closed,2025-07-23,271.94
CP002049,C00816,B023,2025-11-06,Unauthorized Transaction,Low,Closed,2025-11-17,454.31
CP002050,C00632,B001,2024-06-25,Unauthorized Transaction,High,Open,,695.12
CP002051,C00921,B013,2026-01-13,Card Issue,High,Closed,2026-01-23,583.83
CP002052,C00584,B003,2026-03-09,Charges/Fees,Critical,Open,,127.81
CP002053,C00560,B004,2024-11-20,Account Service,Critical,Closed,2024-12-08,663.25
CP002054,C00892,B013,2024-01-31,Account Service,Low,Closed,2024-02-10,142.54
CP002055,C00287,B009,2026-04-06,Account Service,Medium,Closed,2026-04-12,437.87
CP002056,C00619,B006,2025-10-24,App/Login,Medium,Closed,2025-10-29,433.29
CP002057,C00941,B004,2025-07-26,Account Service,Medium,Closed,2025-08-07,627.83
CP002058,C00754,B005,2025-01-22,Charges/Fees,High,Open,,406.42
CP002059,C00915,B014,2026-07-20,Charges/Fees,Medium,Closed,2026-07-31,696.08
CP002060,C00940,B023,2024-06-05,Card Issue,Medium,Closed,2024-06-07,684.08
CP002061,C00747,B014,2025-11-24,Card Issue,Low,Open,,82.47
CP002062,C00332,B012,2026-06-17,ATM,High,Closed,2026-07-07,88.22
CP002063,C00048,B016,2025-07-19,Unauthorized Transaction,Low,Closed,2025-07-26,564.37
CP002064,C00777,B001,2026-05-16,ATM,Medium,Closed,2026-05-28,81.27
CP002065,C00036,B001,2025-07-17,Loan Service,Critical,Closed,2025-07-20,897.43
CP002066,C00225,B011,2025-11-02,Charges/Fees,Medium,Closed,2025-11-14,446.01
CP002067,C00380,B025,2026-02-08,Loan Service,Medium,Closed,2026-02-10,192.49
CP002068,C00010,B002,2024-10-31,Card Issue,Low,Closed,2024-11-06,163.16
CP002069,C00426,B015,2025-07-26,Charges/Fees,High,Closed,2025-08-07,448.54
CP002070,C00604,B018,2025-07-17,Loan Service,Low,Closed,2025-07-21,551.55
CP002071,C00725,B004,2024-01-16,ATM,Low,Closed,2024-01-18,217.46
CP002072,C00857,B005,2025-08-19,ATM,Low,Closed,2025-08-25,170.22
CP002073,C00766,B010,2026-07-27,Charges/Fees,Low,Closed,2026-08-04,540.24
CP002074,C00192,B006,2024-04-20,Loan Service,Low,Closed,2024-04-24,407.7
CP002075,C00263,B005,2026-04-09,Loan Service,Medium,Closed,2026-04-12,152.6
CP002076,C00889,B013,2024-02-04,Charges/Fees,Low,Closed,2024-02-12,420.74
CP002077,C00716,B008,2025-06-19,Charges/Fees,High,Closed,2025-07-14,324.89
CP002078,C00843,B004,2025-01-22,ATM,Medium,Closed,2025-01-29,500.45
CP002079,C00301,B011,2026-05-25,Account Service,Low,Closed,2026-06-03,439.41
CP002080,C00726,B020,2024-12-25,Unauthorized Transaction,Medium,Open,,251.29
CP002081,C00626,B019,2025-01-07,Loan Service,Medium,Closed,2025-01-12,618.56
CP002082,C00028,B013,2026-03-03,ATM,High,Closed,2026-03-22,477.19
CP002083,C00652,B015,2025-12-18,Card Issue,Critical,Closed,2025-12-20,583.21
CP002084,C00221,B024,2025-07-24,Account Service,Medium,Closed,2025-07-30,492.88
CP002085,C00915,B014,2025-08-26,ATM,Critical,Closed,2025-09-02,290.0
CP002086,C00118,B019,2025-02-12,Charges/Fees,Medium,Closed,2025-02-24,163.69
CP002087,C00308,B016,2024-08-08,ATM,High,Closed,2024-08-28,483.17
CP002088,C00954,B015,2024-10-08,Loan Service,Low,Closed,2024-10-14,282.71
CP002089,C00823,B004,2026-03-05,Charges/Fees,High,Open,,465.29
CP002090,C00557,B006,2024-07-14,Account Service,Low,Closed,2024-07-24,309.37
CP002091,C00750,B022,2025-10-30,ATM,Medium,Open,,556.42
CP002092,C00841,B004,2025-06-26,App/Login,High,Closed,2025-06-26,349.26
CP002093,C00600,B015,2025-01-14,Unauthorized Transaction,Medium,Closed,2025-01-22,557.01
CP002094,C00015,B003,2024-07-30,Loan Service,Low,Closed,2024-08-08,362.71
CP002095,C00371,B018,2024-02-05,Charges/Fees,Low,Closed,2024-02-17,566.67
CP002096,C00610,B005,2025-05-10,App/Login,High,Closed,2025-06-03,333.73
CP002097,C00748,B009,2024-10-24,Account Service,Medium,Closed,2024-11-01,384.67
CP002098,C00945,B016,2024-08-19,Loan Service,Low,Closed,2024-08-22,220.63
CP002099,C00846,B003,2024-12-12,Unauthorized Transaction,Medium,Closed,2024-12-18,449.95
CP002100,C00270,B023,2026-03-15,Loan Service,Medium,Closed,2026-03-18,196.69
CP002101,C00700,B022,2024-10-20,Charges/Fees,Low,Closed,2024-10-25,305.58
CP002102,C00974,B017,2025-03-07,Card Issue,Medium,Closed,2025-03-11,633.12
CP002103,C00602,B003,2024-12-31,Loan Service,Low,Closed,2025-01-11,107.4
CP002104,C00772,B003,2024-05-15,Charges/Fees,Medium,Closed,2024-05-22,226.13
CP002105,C00359,B019,2025-11-17,App/Login,High,Closed,2025-11-25,370.14
CP002106,C00827,B018,2025-05-15,Account Service,Medium,Open,,197.69
CP002107,C00481,B002,2024-09-02,Charges/Fees,Low,Closed,2024-09-08,698.8
CP002108,C00692,B017,2025-01-23,Loan Service,High,Closed,2025-02-08,139.62
CP002109,C00220,B010,2025-04-21,Account Service,Low,Closed,2025-04-24,490.29
CP002110,C00238,B024,2026-01-03,Loan Service,Medium,Closed,2026-01-07,656.79
CP002111,C00231,B009,2025-12-03,ATM,Low,Closed,2025-12-07,620.9
CP002112,C00669,B014,2026-01-26,Loan Service,Low,Closed,2026-02-06,369.73
CP002113,C00413,B022,2024-03-02,Unauthorized Transaction,High,Closed,2024-03-13,235.3
CP002114,C00738,B017,2025-05-25,Loan Service,Low,Closed,2025-05-30,560.77
CP002115,C00876,B003,2024-09-15,Account Service,High,Closed,2024-09-21,292.61
CP002116,C00079,B012,2024-10-11,Unauthorized Transaction,Medium,Closed,2024-10-16,147.13
CP002117,C00804,B001,2024-05-01,Loan Service,High,Closed,2024-05-06,595.84
CP002118,C00104,B012,2025-10-22,Account Service,Low,Closed,2025-11-01,290.0
CP002119,C00135,B021,2025-05-16,Unauthorized Transaction,Low,Closed,2025-05-17,483.64
CP002120,C00991,B006,2025-04-14,Account Service,Medium,Closed,2025-04-23,426.92
CP002121,C00369,B016,2024-02-09,Charges/Fees,High,Closed,2024-02-23,186.62
CP002122,C00498,B003,2025-09-25,Loan Service,Low,Closed,2025-09-30,650.31
CP002123,C00016,B003,2024-06-23,Account Service,High,Closed,2024-07-04,468.92
CP002124,C00882,B025,2026-02-21,Account Service,Medium,Closed,2026-03-04,376.78
CP002125,C00757,B020,2024-04-11,Unauthorized Transaction,High,Open,,154.92
CP002126,C00059,B025,2025-07-03,Loan Service,High,Closed,2025-07-11,364.2
CP002127,C00981,B014,2025-11-23,ATM,Low,Closed,2025-11-28,414.42
CP002128,C00944,B011,2026-08-18,Account Service,Low,Closed,2026-08-27,504.82
CP002129,C00498,B003,2026-06-10,Unauthorized Transaction,Medium,Closed,2026-06-22,216.72
CP002130,C00472,B024,2025-03-17,Loan Service,Medium,Closed,2025-03-18,654.04
CP002131,C00730,B002,2026-04-30,ATM,High,Open,,668.12
CP002132,C00572,B010,2026-08-23,Unauthorized Transaction,Medium,Closed,2026-08-25,634.23
CP002133,C00156,B010,2026-07-17,ATM,Critical,Open,,480.22
CP002134,C00231,B009,2024-02-11,Account Service,Low,Closed,2024-02-13,617.3
CP002135,C00286,B017,2026-02-21,Account Service,Medium,Closed,2026-02-23,505.17
CP002136,C00450,B009,2024-08-09,Account Service,High,Closed,2024-08-19,693.75
CP002137,C00980,B013,2025-08-18,Charges/Fees,Low,Closed,2025-08-21,334.24
CP002138,C00010,B002,2025-07-30,Unauthorized Transaction,Medium,Closed,2025-08-02,578.13
CP002139,C00880,B018,2025-12-09,Charges/Fees,Low,Closed,2025-12-09,239.54
CP002140,C00901,B002,2024-10-01,Card Issue,Medium,Closed,2024-10-02,130.27
CP002141,C00242,B025,2025-09-12,App/Login,Low,Open,,535.86
CP002142,C00653,B021,2024-11-28,Account Service,Medium,Closed,2024-11-28,660.12
CP002143,C00446,B017,2025-09-30,Charges/Fees,Low,Closed,2025-10-06,550.19
CP002144,C00175,B013,2024-10-15,Charges/Fees,High,Closed,2024-10-24,174.39
CP002145,C00815,B017,2026-05-08,Account Service,High,Closed,2026-05-12,287.52
CP002146,C00266,B018,2024-08-23,Loan Service,Low,Closed,2024-08-31,616.74
CP002147,C00862,B019,2026-08-10,Charges/Fees,Low,Closed,2026-08-13,659.85
CP002148,C00791,B024,2024-02-14,App/Login,Low,Closed,2024-02-20,630.27
CP002149,C00555,B003,2025-01-14,Card Issue,Low,Open,,407.83
CP002150,C00303,B006,2024-11-25,ATM,Medium,Closed,2024-12-07,328.55
CP002151,C00465,B015,2026-06-19,Card Issue,High,Closed,2026-06-26,513.84
CP002152,C00583,B010,2025-11-19,Loan Service,Low,Closed,2025-11-24,74.86
CP002153,C00198,B014,2025-09-02,Card Issue,High,Closed,2025-09-10,423.94
CP002154,C00699,B016,2026-05-06,Loan Service,Low,Closed,2026-05-06,304.88
CP002155,C00496,B020,2025-12-05,ATM,High,Closed,2025-12-17,421.07
CP002156,C00345,B016,2024-10-10,Unauthorized Transaction,High,Closed,2024-10-15,462.45
CP002157,C00787,B015,2025-05-14,ATM,Medium,Closed,2025-05-21,646.77
CP002158,C00221,B024,2024-11-11,Charges/Fees,Low,Closed,2024-11-12,339.94
CP002159,C00121,B015,2025-02-09,Charges/Fees,Medium,Open,,451.36
CP002160,C00266,B018,2024-09-02,Unauthorized Transaction,High,Closed,2024-09-18,577.81
CP002161,C00114,B023,2026-01-27,Loan Service,Low,Closed,2026-01-31,643.03
CP002162,C00016,B003,2025-10-24,ATM,Low,Closed,2025-10-26,76.25
CP002163,C00784,B005,2026-04-06,Unauthorized Transaction,Medium,Closed,2026-04-18,640.37
CP002164,C00640,B006,2024-03-20,Card Issue,High,Closed,2024-04-12,55.62
CP002165,C00741,B014,2024-10-22,ATM,Medium,Closed,2024-10-29,598.27
CP002166,C00387,B018,2025-01-05,Charges/Fees,Low,Closed,2025-01-16,144.74
CP002167,C00511,B016,2025-03-25,ATM,Medium,Closed,2025-03-28,516.65
CP002168,C00345,B016,2026-01-16,Unauthorized Transaction,Medium,Closed,2026-01-24,440.29
CP002169,C00712,B019,2024-02-24,Loan Service,Low,Closed,2024-02-28,449.07
CP002170,C00971,B010,2024-02-17,Account Service,Low,Closed,2024-02-25,687.82
CP002171,C00433,B009,2024-11-23,Unauthorized Transaction,Low,Closed,2024-11-25,496.93
CP002172,C00611,B011,2026-04-09,Charges/Fees,Low,Open,,502.45
CP002173,C00521,B007,2024-10-04,ATM,Medium,Closed,2024-10-07,453.49
CP002174,C00604,B018,2026-07-11,Card Issue,High,Closed,2026-07-31,432.81
CP002175,C00363,B025,2025-04-12,App/Login,Medium,Open,,397.23
CP002176,C00469,B017,2025-12-24,Card Issue,Medium,Closed,2026-01-03,86.56
CP002177,C00082,B023,2026-07-18,Charges/Fees,Medium,Closed,2026-07-20,504.48
CP002178,C00809,B020,2024-02-05,Card Issue,High,Closed,2024-02-07,421.12
CP002179,C00890,B013,2024-09-13,Account Service,High,Closed,2024-09-24,163.16
CP002180,C00169,B008,2025-10-09,Account Service,Low,Closed,2025-10-17,372.88
CP002181,C00723,B006,2025-09-19,Charges/Fees,Low,Closed,2025-09-21,658.15
CP002182,C00117,B008,2025-05-20,Account Service,Medium,Closed,2025-05-23,334.97
CP002183,C00490,B010,2024-10-29,Card Issue,High,Open,,344.48
CP002184,C00746,B012,2024-02-18,Account Service,Medium,Closed,2024-02-27,674.05
CP002185,C00200,B023,2024-11-05,Account Service,Medium,Closed,2024-11-08,255.39
CP002186,C00700,B022,2024-09-10,ATM,Critical,Closed,2024-10-05,426.05
CP002187,C00051,B006,2024-08-07,Unauthorized Transaction,Medium,Closed,2024-08-19,397.92
CP002188,C00028,B013,2025-08-18,Account Service,Medium,Closed,2025-08-28,485.48
CP002189,C00853,B016,2024-07-25,App/Login,Medium,Closed,2024-07-31,411.07
CP002190,C00735,B007,2025-07-25,Account Service,Low,Closed,2025-08-02,189.53
CP002191,C00274,B007,2025-11-02,App/Login,Medium,Closed,2025-11-09,143.58
CP002192,C00786,B009,2026-04-03,ATM,Medium,Closed,2026-04-07,213.69
CP002193,C00837,B007,2024-03-04,Loan Service,Medium,Open,,432.38
CP002194,C00380,B025,2026-07-09,Card Issue,Critical,Closed,2026-07-22,967.61
CP002195,C00363,B025,2026-05-09,Unauthorized Transaction,Critical,Closed,2026-05-14,433.09
CP002196,C00382,B021,2025-11-25,Card Issue,Medium,Closed,2025-12-04,354.7
CP002197,C00412,B007,2026-03-27,Loan Service,Medium,Closed,2026-03-28,102.08
CP002198,C00934,B020,2026-01-23,Account Service,Medium,Open,,682.96
CP002199,C00578,B022,2026-08-15,Charges/Fees,Low,Closed,2026-08-24,184.74
CP002200,C00601,B022,2025-02-05,Card Issue,High,Closed,2025-02-06,621.24
